0.00;-0.01;0.26;25
0.0;-0.01;0.26;28
0.0;-0.01;0.26;32
0.0;-0.01;0.26;35
0.0;-0.01;0.26;38
0.0;-0.01;0.26;41
0.0;-0.01;0.26;45
0.0;-0.01;0.26;49
0.0;-0.01;0.26;52
0.0;-0.01;0.26;55
0.0;-0.01;0.26;58
0.0;-0.01;0.26;62
0.0;-0.01;0.26;65
0.0;-0.01;0.26;68
0.0;-0.01;0.26;71
0.0;-0.01;0.26;74
0.0;-0.01;0.26;78
0.0;-0.01;0.26;81
0.0;-0.01;0.26;84
-0.0;-0.01;0.26;88
0.0;-0.01;0.26;92
0.0;-0.01;0.26;95
0.0;-0.01;0.26;98
0.0;-0.01;0.26;101
0.0;-0.01;0.26;105
-0.0;-0.01;0.26;108
0.0;-0.01;0.26;111
0.0;-0.01;0.26;114
-0.0;-0.01;0.26;118
0.0;-0.01;0.26;121
0.0;-0.01;0.26;124
0.0;-0.01;0.26;128
0.0;-0.01;0.26;132
0.0;-0.01;0.26;135
0.0;-0.01;0.26;138
0.0;-0.01;0.26;142
0.0;-0.01;0.26;145
0.0;-0.01;0.26;148
0.0;-0.01;0.26;151
0.0;-0.01;0.26;155
0.0;-0.01;0.26;158
0.0;-0.01;0.26;161
0.0;-0.01;0.26;164
0.0;-0.01;0.26;168
0.0;-0.01;0.26;172
0.0;-0.01;0.26;175
0.0;-0.01;0.26;179
0.0;-0.01;0.26;182
0.0;-0.01;0.26;185
0.0;-0.01;0.26;188
0.0;-0.01;0.26;192
0.0;-0.01;0.26;195
0.0;-0.01;0.26;198
0.0;-0.01;0.26;201
0.0;-0.01;0.26;205
0.0;-0.01;0.26;208
0.0;-0.01;0.26;211
0.01;-0.0;0.22;216
0.01;0.0;0.28;219
-0.02;-0.01;0.27;223
0.0;-0.03;0.27;226
0.03;-0.01;0.27;230
-0.0;-0.01;0.25;233
-0.0;-0.0;0.25;237
0.0;-0.01;0.26;241
0.01;-0.02;0.27;244
0.0;-0.01;0.26;248
-0.0;-0.0;0.25;251
0.0;-0.0;0.26;256
0.0;-0.01;0.26;259
0.0;-0.01;0.26;263
0.0;-0.01;0.26;266
0.0;-0.01;0.26;270
0.0;-0.01;0.26;273
0.0;-0.01;0.26;277
0.0;-0.01;0.26;280
0.0;-0.01;0.26;284
0.0;-0.01;0.26;287
0.0;-0.01;0.26;291
0.0;-0.01;0.26;294
0.0;-0.01;0.26;299
0.0;-0.01;0.26;302
0.0;-0.01;0.26;306
0.0;-0.01;0.26;309
0.0;-0.01;0.26;313
0.0;-0.01;0.26;316
0.0;-0.01;0.26;320
0.0;-0.01;0.26;323
0.0;-0.01;0.26;327
0.0;-0.01;0.26;330
0.0;-0.01;0.26;334
0.0;-0.01;0.26;337
0.0;-0.01;0.26;340
0.0;-0.01;0.26;345
0.0;-0.01;0.26;348
0.0;-0.01;0.26;352
0.0;-0.01;0.26;355
0.0;-0.01;0.26;359
0.0;-0.01;0.26;362
0.0;-0.01;0.26;366
0.0;-0.01;0.26;369
0.0;-0.01;0.26;373
0.0;-0.01;0.26;376
0.0;-0.01;0.26;380
0.0;-0.01;0.26;384
